CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
19845,Female,69,71,80
19846,Male,34,20,71
19847,Male,38,32,36
19848,Male,44,117,18
19849,Female,57,47,71
19850,Male,64,129,38
19851,Male,69,61,47
19852,Female,32,44,65
19853,Female,40,73,36
19854,Female,25,45,46
19855,Male,42,35,87
19856,Male,28,31,45
19857,Male,38,112,7
19858,Female,27,34,5
19859,Male,67,30,90
19860,Female,26,72,76
19861,Female,65,63,68
19862,Male,18,74,21
19863,Male,39,38,49
19864,Male,23,27,40
19865,Female,47,48,76
19866,Female,51,99,42
19867,Male,30,81,72
19868,Female,39,28,31
19869,Male,23,121,24
19870,Male,58,115,25
19871,Male,63,55,52
19872,Female,41,122,35
19873,Female,38,59,68
19874,Male,56,88,69
19875,Male,40,15,69
19876,Female,22,117,16
19877,Male,24,106,95
19878,Female,20,108,80
19879,Male,30,98,42
19880,Female,29,34,53
19881,Male,23,37,46
19882,Female,51,109,42
19883,Male,32,110,18
19884,Female,64,130,17
19885,Female,35,104,4
19886,Female,66,20,33
19887,Female,20,22,71
19888,Male,39,77,27
19889,Female,52,138,28
19890,Female,45,146,75
19891,Male,58,49,50
19892,Female,59,107,50
19893,Male,29,70,80
19894,Female,18,52,82
19895,Female,53,100,83
19896,Female,47,132,14
19897,Female,40,124,76
19898,Female,54,89,93
19899,Female,45,106,29
19900,Male,66,133,51
19901,Male,22,88,66
19902,Female,53,77,22
19903,Female,64,123,15
19904,Male,27,62,51
19905,Male,22,98,20
19906,Female,31,16,55
19907,Female,41,125,44
19908,Female,45,21,66
19909,Female,38,119,83
19910,Female,62,33,37
19911,Female,68,35,29
19912,Male,57,72,83
19913,Female,29,50,83
19914,Female,37,58,29
19915,Male,68,78,41
19916,Male,49,41,12
19917,Male,68,104,90
19918,Male,55,143,45
19919,Female,57,141,51
19920,Male,59,37,90
19921,Male,38,87,11
19922,Female,34,45,83
19923,Male,18,149,67
19924,Male,68,23,57
19925,Female,61,139,37
19926,Female,45,130,42
19927,Female,19,88,100
19928,Female,34,44,23
19929,Female,56,44,62
19930,Female,31,48,45
19931,Female,31,33,86
19932,Male,61,20,82
19933,Male,65,115,33
19934,Female,35,105,92
19935,Male,57,121,9
19936,Female,51,15,35
19937,Male,60,61,35
19938,Female,18,37,85
19939,Male,59,99,47
19940,Female,35,102,64
19941,Male,65,81,53
19942,Female,51,57,25
19943,Male,40,129,39
19944,Male,66,112,8
19945,Female,33,40,54
19946,Male,36,78,11
19947,Male,54,57,39
19948,Male,23,126,43
19949,Male,41,76,54
19950,Male,34,132,84
19951,Female,65,62,7
19952,Female,33,148,50
19953,Male,56,68,75
19954,Female,65,76,87
19955,Male,58,141,58
19956,Female,23,135,44
19957,Male,33,112,29
19958,Male,26,70,87
19959,Male,46,96,64
19960,Male,21,101,42
19961,Female,43,145,1
19962,Female,55,142,49
19963,Female,43,75,60
19964,Male,31,17,47
19965,Female,52,45,16
19966,Female,66,85,97
19967,Male,60,69,48
19968,Male,41,106,67
19969,Male,25,138,33
19970,Female,57,124,43
19971,Female,42,118,3
19972,Male,21,39,91
19973,Female,32,134,3
19974,Male,33,64,65
19975,Female,28,52,8
19976,Male,45,74,32
19977,Female,24,99,83
19978,Female,67,98,60
19979,Female,55,90,20
19980,Male,41,114,77
19981,Male,48,126,62
19982,Male,21,33,74
19983,Female,54,147,19
19984,Male,52,136,60
19985,Female,23,107,85
19986,Male,63,115,71
19987,Male,50,44,90
19988,Female,69,79,51
19989,Female,49,90,5
19990,Male,63,19,58
19991,Male,55,52,51
19992,Female,52,98,57
19993,Female,34,43,51
19994,Male,49,28,20
19995,Female,31,88,89
19996,Male,36,105,95
19997,Male,41,122,30
19998,Male,56,24,60
19999,Female,28,53,84
20000,Male,24,74,16
20001,Male,62,110,44
20002,Female,41,111,26
20003,Female,41,131,2
20004,Female,31,101,91
20005,Male,41,36,58
20006,Female,28,33,37
20007,Female,25,36,5
20008,Male,61,141,62
20009,Male,32,143,28
20010,Male,59,138,54
20011,Male,19,40,75
20012,Female,41,18,46
20013,Male,62,59,22
20014,Female,27,26,13
20015,Male,49,106,44
20016,Male,34,51,66
20017,Female,27,145,19
20018,Female,39,144,68
20019,Female,23,60,66
20020,Male,44,125,28
20021,Male,37,51,68
20022,Female,18,68,41
20023,Female,34,39,12
20024,Male,18,141,90
20025,Female,54,119,71
20026,Female,32,97,85
20027,Male,18,60,31
20028,Female,34,70,30
20029,Male,63,128,44
20030,Male,62,40,51
20031,Male,60,124,76
20032,Female,61,35,36
20033,Female,55,116,17
20034,Female,60,119,59
20035,Female,19,39,54
20036,Male,35,46,50
20037,Male,29,125,79
20038,Female,46,143,68
20039,Female,40,30,58
20040,Female,64,46,80
20041,Female,26,147,72
20042,Male,25,24,57
20043,Female,67,121,16
20044,Male,33,86,36
20045,Female,40,93,1
20046,Female,46,34,57
20047,Female,27,103,47
20048,Male,29,104,62
20049,Female,69,88,78
20050,Male,29,75,77
20051,Male,47,19,85
20052,Female,27,110,85
20053,Male,31,36,43
20054,Male,21,26,64
20055,Male,64,78,42
20056,Female,37,89,37
20057,Male,58,102,23
20058,Male,56,123,80
20059,Female,24,30,51
20060,Female,47,65,76
20061,Male,69,46,64
20062,Male,58,129,29
20063,Male,41,140,68
20064,Male,27,145,53
20065,Female,69,129,57
20066,Female,62,106,51
20067,Male,55,72,35
20068,Female,53,59,37
20069,Male,34,38,78
20070,Female,38,27,20
20071,Female,63,19,47
20072,Male,20,95,62
20073,Male,18,133,32
20074,Male,35,47,88
20075,Male,19,108,24
20076,Female,57,110,60
20077,Female,65,45,23
20078,Male,21,113,39
20079,Female,49,93,69
20080,Female,36,41,95
20081,Male,37,41,49
20082,Male,59,133,15
20083,Female,66,143,81
20084,Male,66,90,15
20085,Male,24,112,25
20086,Female,26,66,59
20087,Female,24,101,81
20088,Male,44,137,33
20089,Female,38,91,13
20090,Male,52,42,83
20091,Male,41,38,65
20092,Female,49,36,82
20093,Female,29,110,53
20094,Male,40,26,97
20095,Male,53,118,14
20096,Male,66,142,79
20097,Female,46,81,9
20098,Male,20,123,65
20099,Female,60,76,64
20100,Male,25,96,53
20101,Female,51,72,31
20102,Male,31,142,30
20103,Female,53,93,1
20104,Male,65,29,43
20105,Male,63,76,10
20106,Male,49,78,8
20107,Male,24,122,40
20108,Female,27,139,46
20109,Female,29,130,56
20110,Female,57,102,5
20111,Female,40,92,37
20112,Female,28,42,26
20113,Male,69,63,49
20114,Female,30,48,82
20115,Female,29,34,31
20116,Female,24,121,9
20117,Female,61,116,9
20118,Male,27,36,41
20119,Male,24,61,43
20120,Male,68,39,40
20121,Male,44,116,64
20122,Female,24,75,58
20123,Female,67,133,3
20124,Male,41,34,11
20125,Male,40,119,10
20126,Female,42,120,48
20127,Female,61,116,66
20128,Male,53,51,9
20129,Male,50,90,13
20130,Male,54,115,84
20131,Male,59,58,89
20132,Female,56,134,22
20133,Female,69,132,62
20134,Female,24,100,21
20135,Male,47,122,68
20136,Female,48,64,45
20137,Female,62,86,64
20138,Male,63,117,99
20139,Male,54,97,71
20140,Male,38,37,63
20141,Male,51,102,1
20142,Male,63,77,96
20143,Male,38,103,70
20144,Female,57,24,9
20145,Female,37,126,78
20146,Female,51,132,99
20147,Female,25,63,84
20148,Female,49,63,46
20149,Female,69,90,74
20150,Male,47,47,11
20151,Male,46,101,14
20152,Male,22,92,30
20153,Female,47,37,89
20154,Female,29,51,61
20155,Male,56,36,12
20156,Male,44,144,84
20157,Male,30,19,55
20158,Male,64,17,94
20159,Male,27,96,94
20160,Female,53,26,90
20161,Female,48,84,76
20162,Female,33,54,17
20163,Male,56,115,42
20164,Female,62,148,38
20165,Male,53,77,8
20166,Female,43,105,78
20167,Male,61,97,45
20168,Male,37,64,85
20169,Female,51,15,49
20170,Female,54,87,71
20171,Female,25,127,82
20172,Female,21,63,81
20173,Female,46,28,12
20174,Male,48,60,100
20175,Female,19,54,24
20176,Female,42,128,85
20177,Male,55,31,45
20178,Female,20,128,62
20179,Male,63,84,27
20180,Female,59,52,81
20181,Female,60,116,1
20182,Male,22,117,64
20183,Female,39,139,11
20184,Female,33,87,79
20185,Female,26,139,45
20186,Female,65,25,12
20187,Male,26,67,70
20188,Male,66,134,1
20189,Female,29,123,9
20190,Female,64,149,21
20191,Male,59,85,44
20192,Male,21,53,1
20193,Female,66,25,23
20194,Male,35,139,19
20195,Male,35,24,34
20196,Male,59,142,76
20197,Male,60,112,74
20198,Female,50,102,82
20199,Male,59,90,64
20200,Female,20,116,86
20201,Female,55,124,8
20202,Male,34,22,74
20203,Female,29,35,43
20204,Female,28,111,14
20205,Male,34,103,83
20206,Male,52,117,8
20207,Male,58,20,67
20208,Female,67,73,2
20209,Female,23,37,83
20210,Female,52,87,5
20211,Female,23,114,74
20212,Male,49,132,93
20213,Female,28,81,33
20214,Male,60,75,48
20215,Male,56,75,15
20216,Male,30,132,6
20217,Male,30,44,12
20218,Female,56,41,73
20219,Male,63,138,70
20220,Female,51,44,85
20221,Male,20,114,61
20222,Male,49,51,30
20223,Male,21,77,82
20224,Female,57,82,34
20225,Male,18,107,16
20226,Male,26,122,47
20227,Male,66,51,11
20228,Male,67,111,22
20229,Female,24,129,2
20230,Female,44,45,1
20231,Male,20,119,37
20232,Male,39,44,31
20233,Female,33,37,5
20234,Female,25,141,99
20235,Female,22,143,66
20236,Male,66,35,60
20237,Female,47,44,51
20238,Male,45,25,22
20239,Female,68,128,56
20240,Female,44,83,86
20241,Male,67,61,30
20242,Female,39,47,62
20243,Male,47,136,89
20244,Female,54,79,99
20245,Male,24,137,88
20246,Female,67,70,99
20247,Female,47,59,46
20248,Male,30,47,85
20249,Male,39,120,35
20250,Male,28,65,33
20251,Male,22,147,33
20252,Female,39,52,73
20253,Female,32,147,59
20254,Female,56,70,26
20255,Female,54,95,2
20256,Female,48,103,44
20257,Female,46,66,20
20258,Male,56,50,5
20259,Female,34,134,25
20260,Female,58,77,18
20261,Male,23,35,100
20262,Female,58,113,56
20263,Female,34,119,80
20264,Female,51,120,3
20265,Male,40,136,50
20266,Male,69,64,19
20267,Female,47,74,30
20268,Male,30,58,73
20269,Female,47,16,64
20270,Female,66,122,53
20271,Female,37,119,2
20272,Male,23,112,46
20273,Female,48,66,87
20274,Female,36,102,99
20275,Female,23,148,7
20276,Female,51,115,70
20277,Female,45,145,65
20278,Male,30,110,46
20279,Female,69,106,42
20280,Male,27,46,29
20281,Female,58,90,69
20282,Male,62,115,77
20283,Female,24,144,79
20284,Female,35,130,1
20285,Male,39,114,87
20286,Male,31,48,77
20287,Female,53,33,75
20288,Male,25,76,76
20289,Male,29,64,31
20290,Female,57,100,20
20291,Female,65,59,73
20292,Female,50,136,85
20293,Female,41,96,77
20294,Female,59,129,5
20295,Male,56,102,93
20296,Female,31,15,94
20297,Male,66,80,42
20298,Female,68,66,75
20299,Female,22,16,55
20300,Male,36,101,32
20301,Female,20,46,49
20302,Male,18,17,94
20303,Male,57,69,90
20304,Male,58,41,39
20305,Female,54,22,5
20306,Female,50,34,99
20307,Female,66,31,5
20308,Female,63,123,4
20309,Female,34,47,41
20310,Female,26,69,52
20311,Male,48,87,5
20312,Female,52,112,76
20313,Female,20,122,6
20314,Female,30,105,94
20315,Female,69,93,38
20316,Male,54,78,51
20317,Male,55,102,8
20318,Male,31,115,73
20319,Male,23,127,6
20320,Male,46,97,81
20321,Female,66,37,45
20322,Male,26,117,92
20323,Male,53,109,98
20324,Female,40,108,29
20325,Female,32,21,83
20326,Male,67,123,27
20327,Female,64,73,82
20328,Female,67,128,69
20329,Male,24,17,6
20330,Female,64,126,84
20331,Male,42,44,90
20332,Male,54,112,26
20333,Female,40,27,48
20334,Male,28,91,71
20335,Male,63,39,40
20336,Female,25,76,4
20337,Female,53,54,73
20338,Female,59,93,62
20339,Female,56,17,48
20340,Male,18,60,84
20341,Female,69,100,51
20342,Female,61,112,14
20343,Male,30,83,49
20344,Male,33,55,18
20345,Male,63,74,14
20346,Male,30,112,2
20347,Female,54,18,2
20348,Female,31,39,72
20349,Male,30,112,63
20350,Male,63,84,92
20351,Male,29,112,2
20352,Male,45,122,1
20353,Female,39,108,92
20354,Male,37,137,21
20355,Female,64,70,22
20356,Male,36,17,74
20357,Female,28,93,80
20358,Female,47,60,59
20359,Female,43,140,19
20360,Female,32,133,22
20361,Male,47,92,69
20362,Female,46,82,22
20363,Male,49,45,13
20364,Female,47,60,83
20365,Female,61,59,84
20366,Male,68,18,3
20367,Male,33,139,57
20368,Female,53,70,82
20369,Female,35,20,78
20370,Male,58,96,15
20371,Female,65,53,21
20372,Male,56,125,37
20373,Male,45,87,17
20374,Male,36,112,25
20375,Female,28,141,75
20376,Female,34,54,43
20377,Male,38,51,50
20378,Male,54,140,15
20379,Male,61,64,67
20380,Male,68,25,30
20381,Female,51,73,77
20382,Male,50,22,57
20383,Female,46,42,7
20384,Male,21,74,78
20385,Female,49,103,51
20386,Female,28,24,18
20387,Female,43,77,84
20388,Female,35,89,80
20389,Female,49,29,73
20390,Male,44,30,54
20391,Male,33,102,48
20392,Female,27,45,95
20393,Male,61,22,25
20394,Male,51,64,77
20395,Male,50,102,82
20396,Male,27,27,66
20397,Male,59,120,18
20398,Male,43,111,31
20399,Male,59,75,20
20400,Female,42,49,93
20401,Male,19,126,58
20402,Male,43,39,31
20403,Male,37,135,13
20404,Female,20,120,83
20405,Female,49,78,74
20406,Male,18,129,54
20407,Female,41,124,88
20408,Female,67,51,20
20409,Male,60,52,22
20410,Female,61,22,91
20411,Male,50,89,60
20412,Female,55,37,30
20413,Male,65,143,100
20414,Female,69,23,88
20415,Male,52,54,99
20416,Male,34,111,3
20417,Female,65,110,88
20418,Male,60,51,89
20419,Male,65,32,3
20420,Female,61,126,20
20421,Male,50,91,25
20422,Male,28,89,37
20423,Female,40,94,17
20424,Male,55,58,48
20425,Female,49,92,27
20426,Male,36,32,25
20427,Female,29,39,32
20428,Female,45,49,68
20429,Male,19,85,65
20430,Female,27,41,64
20431,Male,36,89,25
20432,Male,45,94,18
20433,Female,64,81,41
20434,Male,25,20,41
20435,Male,60,109,77
20436,Female,40,63,2
20437,Male,65,46,5
20438,Male,62,43,26
20439,Female,47,136,30
20440,Male,45,31,25
20441,Male,30,112,60
20442,Female,54,63,53
20443,Male,29,149,88
20444,Male,27,27,30
20445,Female,68,146,51
20446,Male,34,77,66
20447,Male,18,138,59
20448,Female,39,87,48
20449,Female,32,90,44
20450,Male,33,92,49
20451,Male,37,29,31
20452,Female,27,147,6
20453,Male,59,56,29
20454,Male,43,32,4
20455,Male,66,86,14
20456,Female,40,82,16
20457,Male,34,129,22
20458,Male,51,89,13
20459,Female,58,84,97
20460,Female,39,36,1
20461,Female,21,83,53
20462,Male,24,143,23
20463,Male,22,100,65
20464,Female,48,49,33
20465,Male,36,140,44
20466,Male,21,81,21
20467,Male,67,145,24
20468,Male,39,143,27
20469,Female,20,56,96
20470,Female,40,72,84
20471,Male,21,102,83
20472,Female,63,110,20
20473,Male,41,99,52
20474,Male,31,18,54
20475,Female,66,31,9
20476,Female,58,91,63
20477,Male,68,113,29
20478,Male,20,25,82
20479,Male,64,54,79
20480,Male,38,114,42
20481,Female,43,48,59
20482,Female,18,149,34
20483,Male,47,76,31
20484,Male,68,60,80
20485,Female,21,141,78
20486,Male,31,140,51
20487,Female,35,27,25
20488,Male,29,144,23
20489,Female,55,16,2
20490,Male,59,43,16
20491,Male,53,105,11
20492,Male,33,96,15
20493,Female,18,16,28
20494,Female,20,75,11
20495,Male,56,86,81
20496,Male,52,114,40
20497,Male,32,73,90
20498,Male,55,62,96
20499,Female,33,64,52
20500,Female,34,100,23
20501,Female,51,80,20
20502,Male,27,80,82
20503,Male,28,36,28
20504,Female,45,100,7
20505,Male,44,105,28
20506,Female,55,136,83
20507,Female,35,126,83
20508,Female,64,53,91
20509,Female,65,101,80
20510,Male,47,18,89
20511,Female,30,29,99
20512,Male,33,138,13
20513,Female,19,20,30
20514,Female,37,79,68
20515,Female,29,100,98
20516,Female,46,44,55
20517,Male,63,72,33
20518,Male,25,100,41
20519,Male,55,70,44
20520,Male,63,60,81
20521,Female,64,143,8
20522,Male,37,127,48
20523,Male,52,81,49
20524,Female,56,139,53
20525,Male,48,24,3
20526,Male,33,15,34
20527,Male,40,33,24
20528,Male,51,96,16
20529,Female,49,130,55
20530,Female,34,109,8
20531,Male,60,82,99
20532,Female,41,55,58
20533,Male,52,83,65
20534,Male,40,128,10
20535,Male,25,96,19
20536,Female,40,71,72
20537,Female,38,62,25
20538,Female,36,64,71
20539,Female,48,124,69
20540,Female,67,130,76
20541,Female,24,123,96
20542,Male,65,37,53
20543,Female,41,55,82
20544,Male,63,101,61
20545,Male,25,107,8
20546,Female,30,73,84
20547,Male,20,32,16
20548,Male,51,85,66
20549,Male,30,138,85
20550,Female,49,128,66
20551,Female,52,120,24
20552,Male,38,31,24
20553,Female,18,65,61
20554,Male,19,44,42
20555,Female,59,80,74
20556,Male,60,36,43
20557,Male,43,46,44
20558,Female,20,77,74
20559,Female,41,43,24
20560,Female,43,54,47
20561,Female,25,16,58
20562,Female,64,63,43
20563,Male,54,45,11
20564,Male,25,82,78
20565,Male,35,104,61
20566,Female,35,24,93
20567,Female,29,65,7
20568,Male,53,40,12
20569,Male,57,93,81
20570,Male,19,135,39
20571,Male,37,122,13
20572,Female,20,105,50
20573,Male,57,44,62
20574,Female,61,94,27
20575,Male,51,137,87
20576,Female,66,98,27
20577,Female,63,127,9
20578,Female,63,116,63
20579,Female,23,98,68
20580,Male,57,84,8
20581,Male,27,122,83
20582,Male,41,118,44
20583,Female,35,67,22
20584,Male,50,144,83
20585,Male,56,54,2
20586,Male,24,136,70
20587,Female,62,113,73
20588,Female,65,44,44
20589,Female,61,143,15
20590,Male,46,78,37
20591,Male,36,50,38
20592,Male,55,93,42
20593,Female,56,95,21
20594,Male,42,38,20
20595,Female,34,121,75
20596,Female,68,146,100
20597,Female,54,137,72
20598,Female,20,124,43
20599,Male,41,91,56
20600,Male,35,40,93
20601,Female,66,61,92
20602,Male,43,121,73
20603,Female,38,25,34
20604,Male,28,144,9
20605,Male,58,137,28
20606,Female,34,97,38
20607,Female,68,37,4
20608,Female,62,76,83
20609,Female,55,90,97
20610,Male,38,53,56
20611,Female,21,148,44
20612,Male,49,74,89
20613,Female,35,124,92
20614,Male,61,93,51
20615,Female,45,50,82
20616,Male,53,91,68
20617,Male,54,86,55
20618,Male,61,102,51
20619,Female,67,74,100
20620,Female,43,107,72
20621,Female,66,51,78
20622,Female,41,75,65
20623,Male,27,68,66
20624,Male,55,136,10
20625,Male,66,45,13
20626,Female,25,93,71
20627,Male,19,98,85
20628,Male,61,106,97
20629,Female,52,82,15
20630,Female,69,142,49
20631,Male,38,110,86
20632,Female,44,101,56
20633,Female,40,76,56
20634,Female,49,93,92
20635,Female,43,21,84
20636,Male,24,126,98
20637,Male,50,110,73
20638,Male,34,54,89
20639,Male,25,92,44
20640,Male,59,97,19
20641,Female,34,94,45
20642,Male,65,39,74
20643,Male,59,53,7
20644,Female,64,22,76
20645,Female,65,123,60
20646,Female,35,18,42
20647,Male,53,37,34
20648,Female,56,48,65
20649,Female,61,85,47
20650,Female,40,108,3
20651,Male,29,87,34
20652,Female,40,33,46
20653,Female,50,37,97
20654,Male,45,27,98
20655,Female,61,86,78
20656,Male,40,124,19
20657,Male,24,33,57
20658,Female,64,19,100
20659,Male,19,134,11
20660,Female,18,19,27
20661,Female,21,94,69
20662,Female,25,40,41
20663,Female,66,131,56
20664,Male,46,94,15
20665,Female,35,139,9
20666,Female,54,63,6
20667,Female,48,110,83
20668,Male,23,147,95
20669,Male,61,114,98
20670,Female,41,106,28
20671,Male,65,138,35
20672,Male,58,18,52
20673,Female,32,117,63
20674,Female,57,117,8
20675,Female,29,107,29
20676,Female,63,39,1
20677,Female,66,33,42
20678,Male,31,37,19
20679,Female,44,109,5
20680,Female,69,97,59
20681,Female,54,110,57
20682,Female,30,60,39
20683,Female,55,85,3
20684,Male,63,59,72
20685,Female,55,135,41
20686,Male,20,31,82
20687,Female,33,87,71
20688,Female,29,48,85
20689,Female,31,113,38
20690,Male,51,64,26
20691,Female,67,133,34
20692,Female,48,102,87
20693,Female,56,108,21
20694,Female,22,49,33
20695,Female,29,73,20
20696,Female,43,26,22
20697,Female,34,42,88
20698,Male,61,123,3
20699,Female,28,54,66
20700,Female,50,113,59
20701,Female,58,43,30
20702,Male,57,134,98
20703,Male,63,142,51
20704,Female,21,60,3
20705,Male,49,43,67
20706,Female,48,66,19
20707,Female,28,54,13
20708,Male,34,20,72
20709,Female,44,41,25
20710,Male,25,21,22
20711,Male,38,143,84
20712,Male,50,91,27
20713,Female,67,93,67
20714,Female,22,121,49
20715,Female,49,144,83
20716,Female,42,133,13
20717,Female,25,99,43
20718,Female,44,71,65
20719,Female,43,80,65
20720,Male,57,89,91
20721,Female,46,92,50
20722,Female,26,98,22
20723,Female,35,41,57
20724,Male,24,85,25
20725,Male,59,15,42
20726,Male,38,27,22
20727,Female,33,52,10
20728,Male,20,114,20
20729,Male,49,143,11
20730,Female,27,143,77
20731,Female,49,97,34
20732,Female,25,129,57
20733,Male,49,21,52
20734,Female,67,121,27
20735,Female,21,58,71
20736,Female,46,27,54
20737,Female,29,53,90
20738,Female,54,34,17
20739,Female,53,19,49
20740,Male,68,126,21
20741,Female,36,66,16
20742,Male,54,128,52
20743,Male,64,143,25
20744,Female,48,86,25
20745,Male,61,36,30
20746,Male,43,128,55
20747,Male,62,99,42
20748,Female,23,45,48
20749,Male,46,143,38
20750,Male,34,16,46
20751,Male,37,135,16
20752,Male,59,107,80
20753,Female,63,143,92
20754,Female,64,56,91
20755,Male,27,49,67
20756,Female,23,123,68
20757,Female,65,49,96
20758,Male,49,149,15
20759,Female,19,37,5
20760,Female,27,37,47
20761,Male,54,60,83
20762,Male,44,33,20
20763,Female,58,93,19
20764,Female,36,86,47
20765,Female,68,111,76
20766,Female,58,27,23
20767,Male,33,98,55
20768,Male,68,141,55
20769,Male,37,71,57
20770,Male,53,22,69
20771,Male,22,114,64
20772,Female,35,28,95
20773,Female,25,108,75
20774,Male,30,23,100
20775,Male,58,52,86
20776,Male,27,35,41
20777,Female,53,98,47
20778,Female,36,142,14
20779,Female,48,142,15
20780,Male,53,23,6
20781,Male,46,29,78
20782,Male,62,17,61
20783,Male,40,101,32
20784,Male,49,36,45
20785,Female,66,53,35
20786,Male,28,23,6
20787,Female,19,26,6
20788,Female,49,48,37
20789,Female,22,59,6
20790,Female,48,111,17
20791,Female,30,64,1
20792,Male,39,113,79
20793,Male,52,53,35
20794,Male,36,17,56
20795,Female,46,26,19
20796,Female,40,57,35
20797,Female,36,91,57
20798,Female,33,134,26
20799,Female,48,32,53
20800,Female,33,125,51
20801,Male,43,104,37
20802,Female,20,24,55
20803,Female,40,18,58
20804,Male,26,115,60
20805,Female,68,26,65
20806,Male,41,67,53
20807,Male,50,30,60
20808,Male,31,109,26
20809,Female,45,16,40
20810,Male,41,43,34
20811,Male,60,108,38
20812,Female,67,115,41
20813,Male,69,43,13
20814,Female,24,135,7
20815,Female,55,134,1
20816,Male,61,105,97
20817,Female,42,95,98
20818,Female,19,27,79
20819,Male,62,66,2
20820,Male,69,39,71
20821,Male,18,139,51
20822,Male,40,131,46
20823,Female,64,82,26
20824,Male,69,132,39
20825,Male,57,86,25
20826,Male,35,86,10
20827,Female,64,43,74
20828,Female,25,17,74
20829,Female,51,35,38
20830,Female,60,110,92
20831,Female,25,38,94
20832,Male,46,16,35
20833,Female,30,17,52
20834,Female,18,16,27
20835,Female,46,47,72
20836,Male,67,48,52
20837,Male,54,104,73
20838,Female,18,112,74
20839,Male,61,52,60
20840,Female,22,141,21
20841,Male,65,136,89
20842,Male,67,59,48
20843,Female,19,74,95
20844,Male,64,26,66
20845,Female,39,25,56
20846,Female,47,40,58
20847,Female,28,31,19
20848,Male,46,143,30
20849,Male,59,136,81
20850,Female,20,108,29
20851,Female,62,135,4
20852,Male,30,129,73
20853,Female,20,55,19
20854,Male,27,95,2
20855,Male,21,132,18
20856,Male,31,108,66
20857,Female,40,130,27
20858,Female,34,23,99
20859,Male,18,25,52
20860,Female,32,130,15
20861,Female,19,32,52
20862,Male,35,22,64
20863,Male,56,41,47
20864,Female,39,23,78
20865,Male,45,16,1
20866,Female,47,95,5
20867,Male,30,60,35
20868,Male,20,147,57
20869,Female,20,113,89
20870,Female,62,129,96
20871,Female,43,66,76
20872,Female,21,61,38
20873,Female,33,50,93
20874,Male,45,84,20
20875,Male,25,46,48
20876,Female,57,58,67
20877,Male,33,85,45
20878,Female,48,110,50
20879,Male,40,28,89
20880,Male,19,142,75
20881,Female,26,26,94
20882,Female,44,66,96
20883,Female,62,38,29
20884,Male,39,57,72
20885,Female,61,137,74
20886,Female,51,147,80
20887,Female,26,125,58
20888,Female,50,47,92
20889,Female,55,23,75
20890,Female,51,49,42
20891,Male,52,22,60
20892,Male,64,89,76
20893,Male,43,94,64
20894,Male,24,34,43
20895,Female,62,92,41
20896,Female,65,36,62
20897,Male,62,127,38
20898,Male,44,85,81
20899,Male,29,91,91
20900,Female,34,129,70
20901,Female,38,95,50
20902,Female,60,99,36
20903,Male,39,127,29
20904,Male,43,43,8
20905,Male,56,137,39
20906,Male,30,121,72
20907,Male,59,91,82
20908,Female,59,49,16
20909,Female,62,68,87
20910,Female,40,126,40
20911,Female,68,56,14
20912,Female,47,83,19
20913,Male,34,148,71
20914,Female,44,144,35
20915,Male,37,135,77
20916,Female,24,17,48
20917,Male,21,67,57
20918,Male,66,24,90
20919,Male,48,38,70
20920,Male,47,126,43
20921,Male,48,98,53
20922,Male,21,36,44
20923,Female,35,75,68
20924,Male,37,81,11
20925,Male,57,18,24
20926,Female,57,18,94
20927,Male,65,53,9
20928,Female,64,45,62
20929,Female,67,44,70
20930,Male,40,107,77
20931,Male,68,113,100
20932,Female,55,39,72
20933,Male,26,72,73
20934,Female,33,120,32
20935,Male,38,60,95
20936,Female,26,103,42
20937,Male,69,35,56
20938,Male,42,144,35
20939,Female,66,53,83
20940,Female,53,113,21
20941,Female,64,45,66
20942,Female,60,146,88
20943,Male,31,81,92
20944,Female,34,137,17
20945,Female,45,79,92
20946,Male,62,101,58
20947,Male,58,119,10
20948,Female,65,143,77
20949,Male,25,112,58
20950,Female,31,75,96
20951,Male,32,109,97
20952,Female,56,86,52
20953,Male,42,144,87
20954,Female,28,26,26
20955,Female,46,70,100
20956,Male,20,108,37
20957,Male,56,55,38
20958,Female,39,135,14
20959,Female,54,128,77
20960,Male,58,94,53
20961,Male,37,144,28
20962,Male,36,80,89
20963,Male,30,71,19
20964,Male,44,76,55
20965,Male,36,100,77
20966,Male,33,149,48
20967,Male,19,81,40
20968,Male,18,64,47
20969,Female,20,48,57
20970,Male,41,119,55
20971,Male,61,101,35
20972,Female,55,83,67
20973,Female,19,121,68
20974,Female,33,81,44
20975,Female,46,102,76
20976,Female,54,129,87
20977,Female,61,57,68
20978,Male,21,35,69
20979,Female,31,26,34
20980,Female,34,46,80
20981,Female,61,127,22
20982,Male,62,112,89
20983,Female,34,101,24
20984,Male,37,69,43
20985,Female,64,82,7
20986,Female,46,31,11
20987,Male,58,40,36
20988,Male,43,109,32
20989,Female,59,117,4
20990,Male,55,115,84
20991,Male,34,118,25
20992,Female,29,114,85
20993,Female,45,124,38
20994,Female,26,65,22
20995,Male,49,48,93
20996,Female,51,115,99
20997,Female,33,52,46
20998,Male,65,62,91
20999,Male,48,42,1
21000,Female,44,134,28
21001,Male,46,136,21
21002,Female,18,90,74
21003,Male,44,79,38
21004,Female,49,74,29
21005,Male,28,27,20
21006,Male,52,66,71
21007,Male,19,115,33
